Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Age population, age 23, male",SP.POP.AG23.MA.IN,Ghana,GHA,262695.5,265304,266785.5,267772.5,268843,272074,278548.5,286568,297085.5,306557
"Age population, age 23, male",SP.POP.AG23.MA.IN,Kenya,KEN,425552,427657.5,432364.5,439497,449185.5,461088.5,476238,491994.5,509123,529028
"Age population, age 23, male",SP.POP.AG23.MA.IN,Nigeria,NGA,1607933.5,1654046.5,1703931.5,1757574.5,1809373,1855689.5,1902997,1965147.5,2048358.5,2139381.5
"Age population, age 24, female",SP.POP.AG24.FE.IN,Ghana,GHA,254044,257400,260327,261792.5,262647,263917,267436,273946,282086.5,292513
"Age population, age 24, female",SP.POP.AG24.FE.IN,Kenya,KEN,432172.5,436215.5,441076,447628.5,457868.5,470742,483723,499073,514378.5,529323.5
"Age population, age 24, female",SP.POP.AG24.FE.IN,Nigeria,NGA,1510966.5,1547451,1590028,1634352.5,1684112.5,1735238.5,1779929.5,1824580.5,1884439,1967938.5
"Age population, age 24, male",SP.POP.AG24.MA.IN,Ghana,GHA,258249.5,261435,264128,265357.5,266186.5,267448.5,270778,277137.5,285142,295534
"Age population, age 24, male",SP.POP.AG24.MA.IN,Kenya,KEN,420961.5,422303,424799.5,428308,435524.5,446550,458541.5,473763,490083,506980.5
"Age population, age 24, male",SP.POP.AG24.MA.IN,Nigeria,NGA,1555234.5,1596176,1644057,1692176,1743805.5,1796089,1842367.5,1889030,1951213.5,2038364.5
"Age population, age 25, female",SP.POP.AG25.FE.IN,Ghana,GHA,248901,253183.5,256633,259303.5,260614,261679.5,263071,266501.5,273027,281139
"Age population, age 25, female",SP.POP.AG25.FE.IN,Kenya,KEN,425315,430153,434367.5,438748,445318.5,456080.5,468976.5,482001.5,497581,512759.5
"Age population, age 25, female",SP.POP.AG25.FE.IN,Nigeria,NGA,1468937.5,1501024,1539337,1580165.5,1622482.5,1672883.5,1724110.5,1768103.5,1812780.5,1872377.5
"Age population, age 25, male",SP.POP.AG25.MA.IN,Ghana,GHA,252841,257007,260273.5,262711.5,263783,264802.5,266170.5,269399.5,275751,283707
"Age population, age 25, male",SP.POP.AG25.MA.IN,Kenya,KEN,415674.5,417909,419584.5,421082,424671,433011,444103,456160.5,471851.5,488023.5
"Age population, age 25, male",SP.POP.AG25.MA.IN,Nigeria,NGA,1508230,1543803,1586523.5,1632664.5,1678821.5,1731045.5,1783314,1828835,1875553.5,1938392.5
AIDS estimated deaths (UNAIDS estimates),SH.DYN.AIDS.DH,Ghana,GHA,17000,16000,17000,16000,16000,14000,11000,9400,..,..
AIDS estimated deaths (UNAIDS estimates),SH.DYN.AIDS.DH,Kenya,KEN,32000,27000,24000,20000,20000,21000,21000,18000,..,..
AIDS estimated deaths (UNAIDS estimates),SH.DYN.AIDS.DH,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Ghana,GHA,25,28,31,34,36,48,56,63,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Kenya,KEN,65,74,80,79,80,82,93,94,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Ghana,GHA,45,57,65,69,71,77,93,85,..,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Kenya,KEN,91,93,85,96,100,99,99,90,..,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,Ghana,GHA,..,..,..,55.5,..,..,..,..,..,..
ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,Nigeria,NGA,..,..,23.7,40.1,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Ghana,GHA,31.114,30.172,28.926,28.388,27.891,27.43,27.034,26.596,26.31,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Kenya,KEN,30.908,30.202,29.602,29.037,28.226,27.782,27.611,27.342,27.106,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Nigeria,NGA,38.951,37.771,36.693,35.69,34.685,33.732,33.546,33.192,32.954,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Ghana,GHA,..,..,78.1,78.9,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kenya,KEN,..,70.2,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Nigeria,NGA,..,..,43,43.3,..,..,..,50.7,..,..
Capital health expenditure (% of GDP),SH.XPD.KHEX.GD.ZS,Ghana,GHA,0.042673871,0.162248672,0.019803871,0.80752978,0.148975326,0.239856131,0.294950097,0.087440585,..,..
Capital health expenditure (% of GDP),SH.XPD.KHEX.GD.ZS,Kenya,KEN,..,0.264108988,0.569669302,0.528125121,0.492634216,..,..,..,..,..
Capital health expenditure (% of GDP),SH.XPD.KHEX.GD.ZS,Nigeria,NGA,0.035641647,0.189836221,0.13156208,0.268085625,0.134564204,0.173112467,0.173093568,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Ghana,GHA,48.18057431,..,..,..,45.23819591,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Kenya,KEN,55.91925463,..,..,..,48.28991208,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Nigeria,NGA,66.47000629,..,..,..,65.20789105,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Ghana,GHA,8.974310622,..,..,..,9.375667066,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Kenya,KEN,9.88693689,..,..,..,10.85360888,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Nigeria,NGA,7.850963651,..,..,..,7.660399432,..,..,..,..,..
"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,Ghana,GHA,42.84511743,..,..,..,45.38613919,..,..,..,..,..
"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,Kenya,KEN,34.19380733,..,..,..,40.85647922,..,..,..,..,..
"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,Nigeria,NGA,25.67903071,..,..,..,27.13170983,..,..,..,..,..
Children (0-14) living with HIV,SH.HIV.0014,Ghana,GHA,34000,33000,31000,30000,29000,27000,26000,25000,..,..
Children (0-14) living with HIV,SH.HIV.0014,Kenya,KEN,130000,120000,110000,100000,90000,82000,74000,68000,..,..
Children (0-14) living with HIV,SH.HIV.0014,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Ghana,GHA,4800,4400,3900,3800,3700,3400,2600,2900,..,..
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Kenya,KEN,6200,5500,6400,4500,4300,4200,4400,4500,..,..
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Children orphaned by HIV/AIDS,SH.HIV.ORPH,Ghana,GHA,240000,240000,240000,240000,240000,240000,240000,230000,..,..
Children orphaned by HIV/AIDS,SH.HIV.ORPH,Kenya,KEN,920000,870000,810000,750000,700000,660000,640000,590000,..,..
Children orphaned by HIV/AIDS,SH.HIV.ORPH,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,Ghana,GHA,..,50.1,..,..,45.9,..,..,..,..,..
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,Kenya,KEN,27.1,..,..,..,..,20.2,..,..,..,..
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,Nigeria,NGA,41.2,..,..,43.5,..,..,..,..,..,..
"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Completeness of birth registration (%),SP.REG.BRTH.ZS,Ghana,GHA,..,..,..,70.6,..,..,..,..,..,..
Completeness of birth registration (%),SP.REG.BRTH.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Completeness of birth registration (%),SP.REG.BRTH.ZS,Nigeria,NGA,..,..,47,42.6,..,..,..,..,..,..
"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,Ghana,GHA,..,..,..,69.21,..,..,..,..,..,..
"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,Nigeria,NGA,..,..,..,41.7,..,..,..,..,..,..
"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,Ghana,GHA,..,..,..,72.04,..,..,..,..,..,..
"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,Nigeria,NGA,..,..,..,43.4,..,..,..,..,..,..
"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,Ghana,GHA,..,..,..,63.8,..,..,..,..,..,..
"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,Nigeria,NGA,..,..,..,31.5,..,..,..,..,..,..
"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,Ghana,GHA,..,..,..,79.5,..,..,..,..,..,..
"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,Nigeria,NGA,..,..,..,59.6,..,..,..,..,..,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, female (2 prevent ways and reject 3 misconceptions)",SH.HIV.1524.KW.FE.ZS,Ghana,GHA,..,..,..,16,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, female (2 prevent ways and reject 3 misconceptions)",SH.HIV.1524.KW.FE.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, female (2 prevent ways and reject 3 misconceptions)",SH.HIV.1524.KW.FE.ZS,Nigeria,NGA,..,..,29.3,42.599998,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.1524.KW.MA.ZS,Ghana,GHA,..,..,..,20,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.1524.KW.MA.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.1524.KW.MA.ZS,Nigeria,NGA,..,..,27.9,33.700001,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, female (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.FE.ZS,Ghana,GHA,..,..,..,14.2,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, female (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.FE.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, female (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.FE.ZS,Nigeria,NGA,..,..,29.4,46.200001,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Ghana,GHA,..,..,..,23.3,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Nigeria,NGA,..,..,34.5,45.299999,..,..,..,..,..,..
"Condom use at last high-risk sex, adult female (% ages 15-49)",SH.CON.AIDS.FE.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
"Condom use at last high-risk sex, adult female (% ages 15-49)",SH.CON.AIDS.FE.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Condom use at last high-risk sex, adult female (% ages 15-49)",SH.CON.AIDS.FE.ZS,Nigeria,NGA,..,..,..,35.7,..,..,..,..,..,..
"Condom use at last high-risk sex, adult male (% ages 15-49)",SH.CON.AIDS.MA.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
"Condom use at last high-risk sex, adult male (% ages 15-49)",SH.CON.AIDS.MA.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Condom use at last high-risk sex, adult male (% ages 15-49)",SH.CON.AIDS.MA.ZS,Nigeria,NGA,..,..,..,64.6,..,..,..,..,..,..
"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..
"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Ghana,GHA,63.9,..,68.9,..,..,..,..,..,..,..
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Nigeria,NGA,..,..,..,93.3,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of all women ages 15-49)",SP.DYN.CONU.AL.ZS,Ghana,GHA,28.24587473,26.03335917,25.66087428,21.14456463,..,..,..,31.5,..,..
"Contraceptive prevalence, any method (% of all women ages 15-49)",SP.DYN.CONU.AL.ZS,Kenya,KEN,47.8111211,45.68125224,45.08614787,46.15218151,45.67644848,49.79794797,48.8,46.6,..,..
"Contraceptive prevalence, any method (% of all women ages 15-49)",SP.DYN.CONU.AL.ZS,Nigeria,NGA,..,19.95098725,11.79471264,14.3,..,..,17.6,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Ghana,GHA,32.88219255,28.19639901,30.8,27.2444256,..,..,..,36.3,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Kenya,KEN,64.07890737,61.17414876,59.96823824,61.92098938,59.80065213,65.11621062,64.7,62.5,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Nigeria,NGA,..,22.12028853,13.39285083,16.6,..,..,21.6,..,..,..
"Contraceptive prevalence, any method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONU.SA.ZS,Ghana,GHA,..,..,..,..,..,..,..,62.9,..,..
"Contraceptive prevalence, any method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONU.SA.ZS,Kenya,KEN,..,..,..,..,..,..,..,70,..,..
"Contraceptive prevalence, any method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONU.SA.ZS,Nigeria,NGA,..,..,..,37,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of all women ages 15-49)",SP.DYN.CONM.AL.ZS,Ghana,GHA,23.09271325,21.8123219,21.19954686,18.5197506,..,..,..,23.4,..,..
"Contraceptive prevalence, any modern method (% of all women ages 15-49)",SP.DYN.CONM.AL.ZS,Kenya,KEN,45.57880258,43.84360999,43.06996547,43.94497076,42.94927129,46.36873305,45.6,42,..,..
"Contraceptive prevalence, any modern method (% of all women ages 15-49)",SP.DYN.CONM.AL.ZS,Nigeria,NGA,..,15.12361238,9.525562167,10.5,..,..,14.9,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,28.22380016,23.67924807,25,24.26401287,..,..,..,27.8,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Kenya,KEN,61.82107925,59.30103571,58.51627675,59.93494544,57.075053,61.15644396,60.8,56.9,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Nigeria,NGA,..,16.37290901,10.7131737,12,..,..,18.2,..,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Ghana,GHA,..,..,..,..,..,..,..,45.7,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Kenya,KEN,..,..,..,..,..,..,..,59.2,..,..
"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,Nigeria,NGA,..,..,..,27.7,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ghana,GHA,4.5429678,3.39035821,2.68786979,2.43001175,3.25450468,4.4331708,3.86030865,3.6993649,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kenya,KEN,4.76439571,4.75429106,3.98597503,4.09903383,4.36874676,4.49248838,4.56525421,4.32603645,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nigeria,NGA,3.58194995,3.64773679,3.74762511,3.09069347,2.98547053,3.38063431,4.07625723,4.27090406,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ghana,GHA,78.21643066,64.86400604,54.10602188,53.37788773,71.14958191,97.37677765,94.40388489,82.32108307,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kenya,KEN,70.94755554,73.88768005,66.46552277,75.27681732,85.64528656,86.59217834,94.1061554,90.43982697,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nigeria,NGA,92.91207123,75.52328491,70.31814575,63.60244751,67.6254425,67.91384888,81.87322235,90.92185211,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Ghana,GHA,229.5289577,164.2276686,133.4448823,128.5082904,182.890556,248.672587,233.141183,241.8232409,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Kenya,KEN,178.4179287,190.426063,171.0392053,186.4665705,208.5118837,212.3951447,238.1053798,248.3971087,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Nigeria,NGA,184.64926,181.6820365,185.4026299,155.941742,153.3195974,169.0825165,216.2232304,245.1984672,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ghana,GHA,7.845,7.693,7.558,7.448,7.34,7.439,7.482,7.095,7.04,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kenya,KEN,7.14,7.169,7.126,7.186,7.294,7.937,8.124,7.212,7.211,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nigeria,NGA,13.656,13.408,13.192,12.952,12.679,12.586,12.306,11.953,11.74,..
Demand for family planning satisfied by any methods (% of married women with demand for family planning),SH.FPL.SATI.ZS,Ghana,GHA,..,..,..,..,..,..,..,60.8,..,..
Demand for family planning satisfied by any methods (% of married women with demand for family planning),SH.FPL.SATI.ZS,Kenya,KEN,..,..,..,..,..,..,..,81.7,..,..
Demand for family planning satisfied by any methods (% of married women with demand for family planning),SH.FPL.SATI.ZS,Nigeria,NGA,..,..,..,46.9,..,..,..,..,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Ghana,GHA,..,..,..,..,..,..,..,46.5,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Kenya,KEN,..,..,..,..,..,..,..,74.7,..,..
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Nigeria,NGA,..,..,..,33.9,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,2.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,3.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,3
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Ghana,GHA,..,..,..,38.7,..,..,..,..,..,..
